AREA,state,FU,REG,MUX,DEC,pin_pair,net,max,min,ave,MISC,MEM,CP_delay,sim,Pmax,Pmin,Pave,Latency,BlockMemoryBit,DSP,FU,ATTR,ARRAY_1,LOOP_1,LOOP_2,FUNC_1,Attr
2954,4,1521,654,769,0,6004,2765,4,4,4.00,10,0,1.89ns,-,-,-,-,16,-,-,100,Cyber,array=EXPAND+array_index=const,folding=1,unroll_times=0,func=inline,ATTR=Cyber;ARRAY_1=array=EXPAND+array_index=const;LOOP_1=folding=1;LOOP_2=unroll_times=0;FUNC_1=func=inline;100
1758,7,284,660,798,0,3651,1411,7,7,7.00,16,0,2.372ns,-,-,-,-,16,-,-,-100,Cyber,array=EXPAND+array_index=const,folding=1,unroll_times=3,func=inline,ATTR=Cyber;ARRAY_1=array=EXPAND+array_index=const;LOOP_1=folding=1;LOOP_2=unroll_times=3;FUNC_1=func=inline;-100
2758,5,1127,660,947,0,5805,2504,5,5,5.00,24,0,2.96ns,-,-,-,-,12,-,-,-50,Cyber,array=EXPAND+array_index=const,folding=1,unroll_times=3,func=inline,ATTR=Cyber;ARRAY_1=array=EXPAND+array_index=const;LOOP_1=folding=1;LOOP_2=unroll_times=3;FUNC_1=func=inline;-50
3151,4,1543,654,937,0,6593,2954,4,4,4.00,17,0,3.935ns,-,-,-,-,11,-,-,0,Cyber,array=EXPAND+array_index=const,folding=1,unroll_times=3,func=inline,ATTR=Cyber;ARRAY_1=array=EXPAND+array_index=const;LOOP_1=folding=1;LOOP_2=unroll_times=3;FUNC_1=func=inline;0
4999,4,3207,654,1122,0,10528,5035,4,4,4.00,16,0,4.09ns,-,-,-,-,11,-,-,50,Cyber,array=EXPAND+array_index=const,folding=1,unroll_times=3,func=inline,ATTR=Cyber;ARRAY_1=array=EXPAND+array_index=const;LOOP_1=folding=1;LOOP_2=unroll_times=3;FUNC_1=func=inline;50
5595,4,3831,654,1098,0,11711,5721,4,4,4.00,12,0,4.09ns,-,-,-,-,11,-,-,100,Cyber,array=EXPAND+array_index=const,folding=1,unroll_times=3,func=inline,ATTR=Cyber;ARRAY_1=array=EXPAND+array_index=const;LOOP_1=folding=1;LOOP_2=unroll_times=3;FUNC_1=func=inline;100
1346,7,124,546,657,0,2944,1130,7,7,7.00,19,0,1.0725ns,-,-,-,-,13,-,-,-100,Cyber,array=EXPAND+array_index=const,folding=1,unroll_times=4,func=inline,ATTR=Cyber;ARRAY_1=array=EXPAND+array_index=const;LOOP_1=folding=1;LOOP_2=unroll_times=4;FUNC_1=func=inline;-100
1345,4,284,474,580,0,2863,1131,4,4,4.00,7,0,1.525ns,-,-,-,-,10,-,-,-50,Cyber,array=EXPAND+array_index=const,folding=1,unroll_times=4,func=inline,ATTR=Cyber;ARRAY_1=array=EXPAND+array_index=const;LOOP_1=folding=1;LOOP_2=unroll_times=4;FUNC_1=func=inline;-50
1385,3,384,462,534,0,2870,1159,3,3,3.00,5,0,1.405ns,-,-,-,-,9,-,-,0,Cyber,array=EXPAND+array_index=const,folding=1,unroll_times=4,func=inline,ATTR=Cyber;ARRAY_1=array=EXPAND+array_index=const;LOOP_1=folding=1;LOOP_2=unroll_times=4;FUNC_1=func=inline;0
1385,3,384,462,534,0,2870,1159,3,3,3.00,5,0,1.405ns,-,-,-,-,9,-,-,50,Cyber,array=EXPAND+array_index=const,folding=1,unroll_times=4,func=inline,ATTR=Cyber;ARRAY_1=array=EXPAND+array_index=const;LOOP_1=folding=1;LOOP_2=unroll_times=4;FUNC_1=func=inline;50
1385,3,384,462,534,0,2870,1159,3,3,3.00,5,0,1.405ns,-,-,-,-,9,-,-,100,Cyber,array=EXPAND+array_index=const,folding=1,unroll_times=4,func=inline,ATTR=Cyber;ARRAY_1=array=EXPAND+array_index=const;LOOP_1=folding=1;LOOP_2=unroll_times=4;FUNC_1=func=inline;100
1346,7,124,546,657,0,2944,1130,7,7,7.00,19,0,1.0725ns,-,-,-,-,13,-,-,-100,Cyber,array=EXPAND+array_index=const,folding=1,unroll_times=all,func=inline,ATTR=Cyber;ARRAY_1=array=EXPAND+array_index=const;LOOP_1=folding=1;LOOP_2=unroll_times=all;FUNC_1=func=inline;-100
1345,4,284,474,580,0,2863,1131,4,4,4.00,7,0,1.525ns,-,-,-,-,10,-,-,-50,Cyber,array=EXPAND+array_index=const,folding=1,unroll_times=all,func=inline,ATTR=Cyber;ARRAY_1=array=EXPAND+array_index=const;LOOP_1=folding=1;LOOP_2=unroll_times=all;FUNC_1=func=inline;-50
1385,3,384,462,534,0,2870,1159,3,3,3.00,5,0,1.405ns,-,-,-,-,9,-,-,0,Cyber,array=EXPAND+array_index=const,folding=1,unroll_times=all,func=inline,ATTR=Cyber;ARRAY_1=array=EXPAND+array_index=const;LOOP_1=folding=1;LOOP_2=unroll_times=all;FUNC_1=func=inline;0
1385,3,384,462,534,0,2870,1159,3,3,3.00,5,0,1.405ns,-,-,-,-,9,-,-,50,Cyber,array=EXPAND+array_index=const,folding=1,unroll_times=all,func=inline,ATTR=Cyber;ARRAY_1=array=EXPAND+array_index=const;LOOP_1=folding=1;LOOP_2=unroll_times=all;FUNC_1=func=inline;50
1385,3,384,462,534,0,2870,1159,3,3,3.00,5,0,1.405ns,-,-,-,-,9,-,-,100,Cyber,array=EXPAND+array_index=const,folding=1,unroll_times=all,func=inline,ATTR=Cyber;ARRAY_1=array=EXPAND+array_index=const;LOOP_1=folding=1;LOOP_2=unroll_times=all;FUNC_1=func=inline;100
1601,5,273,666,650,0,3174,1257,5,5,5.00,12,0,1.458ns,-,-,-,-,17,-,-,-100,Cyber,array=EXPAND+array_index=const,folding=1,folding=1,func=inline,ATTR=Cyber;ARRAY_1=array=EXPAND+array_index=const;LOOP_1=folding=1;LOOP_2=folding=1;FUNC_1=func=inline;-100
1601,5,273,666,650,0,3174,1257,5,5,5.00,12,0,1.458ns,-,-,-,-,17,-,-,-50,Cyber,array=EXPAND+array_index=const,folding=1,folding=1,func=inline,ATTR=Cyber;ARRAY_1=array=EXPAND+array_index=const;LOOP_1=folding=1;LOOP_2=folding=1;FUNC_1=func=inline;-50
1601,5,273,666,650,0,3174,1257,5,5,5.00,12,0,1.458ns,-,-,-,-,17,-,-,0,Cyber,array=EXPAND+array_index=const,folding=1,folding=1,func=inline,ATTR=Cyber;ARRAY_1=array=EXPAND+array_index=const;LOOP_1=folding=1;LOOP_2=folding=1;FUNC_1=func=inline;0
2646,5,1105,666,859,0,5520,2415,5,5,5.00,16,0,1.67ns,-,-,-,-,17,-,-,50,Cyber,array=EXPAND+array_index=const,folding=1,folding=1,func=inline,ATTR=Cyber;ARRAY_1=array=EXPAND+array_index=const;LOOP_1=folding=1;LOOP_2=folding=1;FUNC_1=func=inline;50
3242,5,1729,666,835,0,6703,3101,5,5,5.00,12,0,1.49ns,-,-,-,-,17,-,-,100,Cyber,array=EXPAND+array_index=const,folding=1,folding=1,func=inline,ATTR=Cyber;ARRAY_1=array=EXPAND+array_index=const;LOOP_1=folding=1;LOOP_2=folding=1;FUNC_1=func=inline;100
